customer,recency,frequency,monetary,country,R,F,M,group,cluster,labels
17105,24,2,665.78,United Kingdom,1,3,2,132,0,NORMAL
17226,26,1,393.49,United Kingdom,1,2,2,122,0,NORMAL
17250,7,2,381.97,United Kingdom,2,3,2,232,0,NORMAL
17733,7,2,692.19,United Kingdom,2,3,3,233,0,NORMAL
17791,20,1,106.1,United Kingdom,1,2,1,121,0,NORMAL
17957,26,1,111.68,United Kingdom,1,2,1,121,0,NORMAL
18033,25,1,93.82,United Kingdom,1,2,1,121,0,NORMAL
18073,3,12,3859.82,United Kingdom,3,4,4,344,0,NORMAL
18110,10,1,198.8,United Kingdom,2,2,1,221,0,NORMAL
12552,0,2,437.82,Italy,4,3,2,432,0,NORMAL
12897,11,2,216.5,United Kingdom,2,3,1,231,0,NORMAL
13021,0,9,2616.38,United Kingdom,4,4,4,444,0,NORMAL
13258,2,3,672.83,United Kingdom,3,3,3,333,0,NORMAL
13455,15,2,1058.34,United Kingdom,2,3,3,233,0,NORMAL
13560,28,1,171.42,United Kingdom,1,2,1,121,0,NORMAL
13808,6,5,1747.66,United Kingdom,3,4,4,344,0,NORMAL
13823,9,2,957.66,United Kingdom,2,3,3,233,0,NORMAL
14053,23,2,260.25,United Kingdom,1,3,1,131,0,NORMAL
14162,10,2,289.36,United Kingdom,2,3,1,231,0,NORMAL
14258,0,9,12669.98,United Kingdom,4,4,4,444,0,NORMAL
14691,1,5,2114.33,United Kingdom,4,4,4,444,0,NORMAL
14738,1,7,1314.45,United Kingdom,4,4,3,443,0,NORMAL
15198,22,2,193.64,United Kingdom,1,3,1,131,0,NORMAL
15690,0,2,239.76,United Kingdom,4,3,1,431,0,NORMAL
15900,14,1,337.28,United Kingdom,2,2,2,222,0,NORMAL
16320,10,2,1038.46,Unspecified,2,3,3,233,0,NORMAL
16354,3,2,395.8,United Kingdom,3,3,2,332,0,NORMAL
16763,5,1,611.85,United Kingdom,3,2,2,322,0,NORMAL
17118,4,1,157.02,United Kingdom,3,2,1,321,0,NORMAL
17163,8,2,293.1,United Kingdom,2,3,1,231,0,NORMAL
17329,2,2,523.11,United Kingdom,3,3,2,332,0,NORMAL
17367,15,1,167.55,United Kingdom,2,2,1,221,0,NORMAL
13304,372,1,300.42,United Kingdom,1,2,1,121,2,LEFT
13491,4,10,1215.82,United Kingdom,3,4,3,343,0,NORMAL
13536,0,7,3444.39,United Kingdom,4,4,4,444,0,NORMAL
13587,23,1,712.4,United Kingdom,1,2,3,123,0,NORMAL
13990,20,1,311.3,United Kingdom,1,2,2,122,0,NORMAL
14167,0,4,562.59,United Kingdom,4,3,2,432,0,NORMAL
14456,0,9,3017.28,United Kingdom,4,4,4,444,0,NORMAL
14529,7,3,578.61,United Kingdom,2,3,2,232,0,NORMAL
14789,19,1,197.64,United Kingdom,1,2,1,121,0,NORMAL
15147,17,1,623.5,United Kingdom,1,2,2,122,0,NORMAL
15205,15,2,653.24,United Kingdom,2,3,2,232,0,NORMAL
15272,16,2,721.94,United Kingdom,1,3,3,133,0,NORMAL
15456,29,3,434.59,United Kingdom,1,3,2,132,0,NORMAL
15643,28,3,664.0,United Kingdom,1,3,2,132,0,NORMAL
15921,10,1,323.03,United Kingdom,2,2,2,222,0,NORMAL
16121,17,2,854.66,United Kingdom,1,3,3,133,0,NORMAL
16718,390,1,606.05,United Kingdom,1,2,2,122,2,LEFT
16950,16,3,1178.56,United Kingdom,1,3,3,133,0,NORMAL
17117,6,1,116.2,United Kingdom,3,2,1,321,0,NORMAL
17284,4,6,1647.48,United Kingdom,3,4,3,343,0,NORMAL
17761,23,1,712.78,United Kingdom,1,2,3,123,0,NORMAL
17951,0,3,1008.54,United Kingdom,4,3,3,433,0,NORMAL
18158,0,2,453.4,United Kingdom,4,3,2,432,0,NORMAL
18172,0,20,7561.68,United Kingdom,4,4,4,444,0,NORMAL
18239,0,5,1561.61,United Kingdom,4,4,3,443,0,NORMAL
12377,2,2,1628.12,Switzerland,3,3,3,333,0,NORMAL
12619,0,9,3641.24,Germany,4,4,4,444,0,NORMAL
14090,11,1,76.32,United Kingdom,2,2,1,221,0,NORMAL
14759,9,3,1625.97,United Kingdom,2,3,3,233,0,NORMAL
15279,375,1,290.51,United Kingdom,1,2,1,121,2,LEFT
15596,0,5,1406.59,United Kingdom,4,4,3,443,0,NORMAL
15836,10,1,137.37,United Kingdom,2,2,1,221,0,NORMAL
16478,16,3,331.0,United Kingdom,1,3,2,132,0,NORMAL
16619,9,1,226.21,United Kingdom,2,2,1,221,0,NORMAL
16963,25,1,110.55,United Kingdom,1,2,1,121,0,NORMAL
17642,14,2,712.29,United Kingdom,2,3,3,233,0,NORMAL
12584,0,9,2338.15,Italy,4,4,4,444,0,NORMAL
12673,13,2,610.52,Germany,2,3,2,232,0,NORMAL
12747,2,11,4196.01,United Kingdom,3,4,4,344,0,NORMAL
13005,11,2,513.7,United Kingdom,2,3,2,232,0,NORMAL
13603,17,1,164.34,United Kingdom,1,2,1,121,0,NORMAL
13771,6,4,2634.45,United Kingdom,3,3,4,334,0,NORMAL
13973,5,1,264.7,United Kingdom,3,2,1,321,0,NORMAL
14481,2,2,636.51,United Kingdom,3,3,2,332,0,NORMAL
14819,0,2,272.07,United Kingdom,4,3,1,431,0,NORMAL
15180,388,1,87.5,United Kingdom,1,2,1,121,2,LEFT
15763,7,2,1086.92,United Kingdom,2,3,3,233,0,NORMAL
15803,11,1,415.82,United Kingdom,2,2,2,222,0,NORMAL
15899,389,1,56.25,United Kingdom,1,2,1,121,2,LEFT
16026,3,1,236.09,United Kingdom,3,2,1,321,0,NORMAL
16213,8,1,159.0,United Kingdom,2,2,1,221,0,NORMAL
16689,5,2,422.6,United Kingdom,3,3,2,332,0,NORMAL
17317,6,3,2600.34,United Kingdom,3,3,4,334,0,NORMAL
17582,13,1,175.27,United Kingdom,2,2,1,221,0,NORMAL
17631,5,3,528.33,United Kingdom,3,3,2,332,0,NORMAL
17673,0,6,1594.97,United Kingdom,4,4,3,443,0,NORMAL
18159,19,1,530.15,United Kingdom,1,2,2,122,0,NORMAL
12572,11,2,1020.42,Germany,2,3,3,233,0,NORMAL
12891,10,3,331.0,United Kingdom,2,3,2,232,0,NORMAL
12924,5,4,933.7,United Kingdom,3,3,3,333,0,NORMAL
12984,9,1,97.5,United Kingdom,2,2,1,221,0,NORMAL
13763,23,1,1714.96,United Kingdom,1,2,4,124,0,NORMAL
14729,394,1,313.49,United Kingdom,1,2,2,122,2,LEFT
15144,0,17,6580.44,United Kingdom,4,4,4,444,0,NORMAL
15148,1,1,301.29,United Kingdom,4,2,1,421,0,NORMAL
15255,26,1,890.85,United Kingdom,1,2,3,123,0,NORMAL
15315,15,2,570.5,United Kingdom,2,3,2,232,0,NORMAL
15395,12,1,107.45,United Kingdom,2,2,1,221,0,NORMAL
15427,7,3,1430.54,United Kingdom,2,3,3,233,0,NORMAL
15775,22,1,104.9,United Kingdom,1,2,1,121,0,NORMAL
15990,4,2,792.11,United Kingdom,3,3,3,333,0,NORMAL
15998,8,5,3080.22,United Kingdom,2,4,4,244,0,NORMAL
16241,0,13,2590.31,United Kingdom,4,4,4,444,0,NORMAL
16488,13,3,498.8,United Kingdom,2,3,2,232,0,NORMAL
17459,3,2,657.3,United Kingdom,3,3,2,332,0,NORMAL
17854,4,2,311.26,United Kingdom,3,3,2,332,0,NORMAL
17956,26,1,12.75,United Kingdom,1,2,1,121,0,NORMAL
12412,4,3,1226.88,Denmark,3,3,3,333,0,NORMAL
12547,4,2,207.8,Spain,3,3,1,331,0,NORMAL
12967,379,2,1660.9,United Kingdom,1,3,4,134,2,LEFT
13382,26,1,222.99,United Kingdom,1,2,1,121,0,NORMAL
14045,8,4,1659.75,United Kingdom,2,3,3,233,0,NORMAL
14401,0,13,4051.48,United Kingdom,4,4,4,444,0,NORMAL
15225,11,1,409.4,United Kingdom,2,2,2,222,0,NORMAL
15318,24,1,312.62,United Kingdom,1,2,2,122,0,NORMAL
15622,2,9,3709.56,United Kingdom,3,4,4,344,0,NORMAL
15907,14,3,882.72,United Kingdom,2,3,3,233,0,NORMAL
16332,2,7,1582.8,United Kingdom,3,4,3,343,0,NORMAL
16463,11,4,1422.4,United Kingdom,2,3,3,233,0,NORMAL
16825,23,2,775.18,United Kingdom,1,3,3,133,0,NORMAL
17829,16,1,889.24,United Arab Emirates,1,2,3,123,0,NORMAL
17961,0,39,1296.44,United Kingdom,4,4,3,443,0,NORMAL
17962,10,1,102.41,United Kingdom,2,2,1,221,0,NORMAL
18065,6,14,2392.83,United Kingdom,3,4,4,344,0,NORMAL
18216,22,1,481.75,United Kingdom,1,2,2,122,0,NORMAL
18269,387,1,168.6,United Kingdom,1,2,1,121,2,LEFT
12477,0,6,13219.74,Germany,4,4,4,444,0,NORMAL
12521,10,1,599.68,Germany,2,2,2,222,0,NORMAL
12603,12,1,739.2,Germany,2,2,3,223,0,NORMAL
12635,19,2,1689.18,Germany,1,3,4,134,0,NORMAL
13158,5,4,1201.06,United Kingdom,3,3,3,333,0,NORMAL
13299,14,1,142.5,United Kingdom,2,2,1,221,0,NORMAL
13938,26,1,71.66,United Kingdom,1,2,1,121,0,NORMAL
13972,0,2,190.25,United Kingdom,4,3,1,431,0,NORMAL
14161,22,3,1097.62,United Kingdom,1,3,3,133,0,NORMAL
14543,0,16,3599.73,United Kingdom,4,4,4,444,0,NORMAL
14965,26,2,596.09,United Kingdom,1,3,2,132,0,NORMAL
15101,29,2,317.53,United Kingdom,1,3,2,132,0,NORMAL
15502,6,12,10384.93,United Kingdom,3,4,4,344,0,NORMAL
15955,1,14,4416.26,United Kingdom,4,4,4,444,0,NORMAL
16525,1,26,13027.45,United Kingdom,4,4,4,444,0,NORMAL
16582,12,1,313.62,United Kingdom,2,2,2,222,0,NORMAL
16652,8,7,6773.97,United Kingdom,2,4,4,244,0,NORMAL
16672,2,20,8134.94,United Kingdom,3,4,4,344,0,NORMAL
16851,2,3,342.45,United Kingdom,3,3,2,332,0,NORMAL
17078,27,2,378.2,United Kingdom,1,3,2,132,0,NORMAL
17206,13,1,204.24,United Kingdom,2,2,1,221,0,NORMAL
17723,7,6,3276.4,United Kingdom,2,4,4,244,0,NORMAL
17841,0,124,40519.84,United Kingdom,4,4,4,444,1,HOT
17849,9,4,605.8,United Kingdom,2,3,2,232,0,NORMAL
12735,2,2,779.57,France,3,3,3,333,0,NORMAL
12985,19,2,1239.38,United Kingdom,1,3,3,133,0,NORMAL
13280,3,3,798.46,United Kingdom,3,3,3,333,0,NORMAL
13607,0,1,675.51,United Kingdom,4,2,3,423,0,NORMAL
13760,2,2,286.79,United Kingdom,3,3,1,331,0,NORMAL
13894,14,3,564.62,United Kingdom,2,3,2,232,0,NORMAL
14239,1,11,2380.85,United Kingdom,4,4,4,444,0,NORMAL
14393,25,1,67.95,United Kingdom,1,2,1,121,0,NORMAL
14865,28,2,52.2,United Kingdom,1,3,1,131,0,NORMAL
15104,3,2,993.54,United Kingdom,3,3,3,333,0,NORMAL
15660,3,9,1600.86,United Kingdom,3,4,3,343,0,NORMAL
15807,7,3,903.9,United Kingdom,2,3,3,233,0,NORMAL
15952,2,4,781.91,United Kingdom,3,3,3,333,0,NORMAL
16045,0,4,1340.7,United Kingdom,4,3,3,433,0,NORMAL
16184,1,6,1158.79,United Kingdom,4,4,3,443,0,NORMAL
16344,26,1,101.1,United Kingdom,1,2,1,121,0,NORMAL
16832,10,3,199.15,United Kingdom,2,3,1,231,0,NORMAL
17125,10,1,230.5,United Kingdom,2,2,1,221,0,NORMAL
17302,5,5,1135.63,United Kingdom,3,4,3,343,0,NORMAL
17410,7,5,1214.72,United Kingdom,2,4,3,243,0,NORMAL
17557,4,3,541.46,United Kingdom,3,3,2,332,0,NORMAL
17693,5,1,200.47,United Kingdom,3,2,1,321,0,NORMAL
18005,7,2,226.47,United Kingdom,2,3,1,231,0,NORMAL
18104,28,1,754.64,United Kingdom,1,2,3,123,0,NORMAL
18165,15,1,302.46,United Kingdom,2,2,1,221,0,NORMAL
18198,0,17,5425.56,United Kingdom,4,4,4,444,0,NORMAL
12498,12,3,403.7,Germany,2,3,2,232,0,NORMAL
13259,21,1,283.18,United Kingdom,1,2,1,121,0,NORMAL
13639,4,1,1033.34,United Kingdom,3,2,3,323,0,NORMAL
13949,0,6,2427.32,United Kingdom,4,4,4,444,0,NORMAL
14098,27,1,147.35,United Kingdom,1,2,1,121,0,NORMAL
14632,8,1,114.56,United Kingdom,2,2,1,221,0,NORMAL
14741,2,6,1400.34,United Kingdom,3,4,3,343,0,NORMAL
14869,2,2,721.45,United Kingdom,3,3,3,333,0,NORMAL
15009,3,3,1259.43,United Kingdom,3,3,3,333,0,NORMAL
15577,19,3,258.88,United Kingdom,1,3,1,131,0,NORMAL
15612,21,2,195.15,United Kingdom,1,3,1,131,0,NORMAL
15883,23,2,396.48,United Kingdom,1,3,2,132,0,NORMAL
16179,20,1,215.83,United Kingdom,1,2,1,121,0,NORMAL
16600,0,6,813.52,United Kingdom,4,4,3,443,0,NORMAL
16816,0,4,417.06,United Kingdom,4,3,2,432,0,NORMAL
17004,6,2,1312.14,United Kingdom,3,3,3,333,0,NORMAL
17489,18,2,376.64,United Kingdom,1,3,2,132,0,NORMAL
17491,1,10,3558.87,United Kingdom,4,4,4,444,0,NORMAL
17555,10,2,480.31,United Kingdom,2,3,2,232,0,NORMAL
17653,19,4,1207.56,United Kingdom,1,3,3,133,0,NORMAL
17731,9,4,1240.11,United Kingdom,2,3,3,233,0,NORMAL
18072,23,1,247.44,United Kingdom,1,2,1,121,0,NORMAL
12820,4,4,942.34,United Kingdom,3,3,3,333,0,NORMAL
12908,0,2,750.0,United Kingdom,4,3,3,433,0,NORMAL
13144,19,1,110.95,United Kingdom,1,2,1,121,0,NORMAL
13520,5,6,3624.35,Switzerland,3,4,4,344,0,NORMAL
13555,3,4,4098.88,United Kingdom,3,3,4,334,0,NORMAL
13566,0,2,856.84,United Kingdom,4,3,3,433,0,NORMAL
13828,13,1,209.49,United Kingdom,2,2,1,221,0,NORMAL
13862,2,8,2209.36,United Kingdom,3,4,4,344,0,NORMAL
14016,14,4,4341.21,EIRE,2,3,4,234,0,NORMAL
14092,0,14,4076.91,United Kingdom,4,4,4,444,0,NORMAL
14293,15,4,1046.56,United Kingdom,2,3,3,233,0,NORMAL
14622,22,1,320.58,United Kingdom,1,2,2,122,0,NORMAL
14790,0,4,745.06,United Kingdom,4,3,3,433,0,NORMAL
15067,8,3,1744.76,United Kingdom,2,3,4,234,0,NORMAL
15581,3,13,3675.77,United Kingdom,3,4,4,344,0,NORMAL
15624,2,4,588.13,United Kingdom,3,3,2,332,0,NORMAL
15986,21,1,168.12,United Kingdom,1,2,1,121,0,NORMAL
16160,15,2,1025.44,United Kingdom,2,3,3,233,0,NORMAL
16347,2,2,847.45,United Kingdom,3,3,3,333,0,NORMAL
16912,2,11,2555.58,United Kingdom,3,4,4,344,0,NORMAL
17038,21,1,112.4,United Kingdom,1,2,1,121,0,NORMAL
17516,3,5,764.88,United Kingdom,3,4,3,343,0,NORMAL
18116,11,8,1403.11,United Kingdom,2,4,3,243,0,NORMAL
18261,3,2,324.24,United Kingdom,3,3,2,332,0,NORMAL
12386,24,2,401.9,Australia,1,3,2,132,0,NORMAL
12590,18,2,9864.26,Germany,1,3,4,134,0,NORMAL
12798,1,3,6977.04,Japan,4,3,4,434,0,NORMAL
14221,2,9,3432.8,United Kingdom,3,4,4,344,0,NORMAL
14261,8,2,1163.45,United Kingdom,2,3,3,233,0,NORMAL
14583,3,5,986.96,United Kingdom,3,4,3,343,0,NORMAL
14948,1,6,1101.97,United Kingdom,4,4,3,443,0,NORMAL
16222,5,1,773.55,United Kingdom,3,2,3,323,0,NORMAL
16343,7,2,328.58,United Kingdom,2,3,2,232,0,NORMAL
16519,16,2,215.08,United Kingdom,1,3,1,131,0,NORMAL
16810,0,1,309.54,United Kingdom,4,2,2,422,0,NORMAL
16869,3,4,817.12,United Kingdom,3,3,3,333,0,NORMAL
17697,13,1,338.95,United Kingdom,2,2,2,222,0,NORMAL
17994,8,4,674.89,United Kingdom,2,3,3,233,0,NORMAL
12372,1,3,1298.04,Denmark,4,3,3,433,0,NORMAL
12468,3,2,729.54,Germany,3,3,3,333,0,NORMAL
12945,6,1,462.95,United Kingdom,3,2,2,322,0,NORMAL
13023,24,2,689.9,United Kingdom,1,3,3,133,0,NORMAL
13037,2,3,881.07,United Kingdom,3,3,3,333,0,NORMAL
13573,0,2,290.25,United Kingdom,4,3,1,431,0,NORMAL
13754,4,2,282.6,United Kingdom,3,3,1,331,0,NORMAL
13876,23,1,122.7,United Kingdom,1,2,1,121,0,NORMAL
13936,17,1,376.58,United Kingdom,1,2,2,122,0,NORMAL
14149,27,1,446.62,United Kingdom,1,2,2,122,0,NORMAL
14323,13,2,605.06,United Kingdom,2,3,2,232,0,NORMAL
14652,7,1,114.18,United Kingdom,2,2,1,221,0,NORMAL
14670,26,2,392.86,United Kingdom,1,3,2,132,0,NORMAL
14699,21,1,109.13,United Kingdom,1,2,1,121,0,NORMAL
14894,15,1,655.75,United Kingdom,2,2,2,222,0,NORMAL
14963,0,5,1472.34,United Kingdom,4,4,3,443,0,NORMAL
15303,8,1,574.02,United Kingdom,2,2,2,222,0,NORMAL
15312,2,4,924.85,United Kingdom,3,3,3,333,0,NORMAL
15360,0,1,427.93,United Kingdom,4,2,2,422,0,NORMAL
15565,0,2,173.16,United Kingdom,4,3,1,431,0,NORMAL
15730,13,3,1120.88,United Kingdom,2,3,3,233,0,NORMAL
15819,0,4,1905.45,United Kingdom,4,3,4,434,0,NORMAL
15937,24,1,145.35,United Kingdom,1,2,1,121,0,NORMAL
16621,11,4,813.48,United Kingdom,2,3,3,233,0,NORMAL
16748,8,5,1515.9,United Kingdom,2,4,3,243,0,NORMAL
16818,1,11,3349.57,United Kingdom,4,4,4,444,0,NORMAL
16943,5,3,816.73,United Kingdom,3,3,3,333,0,NORMAL
17412,3,7,1258.06,United Kingdom,3,4,3,343,0,NORMAL
17470,4,5,1125.07,United Kingdom,3,4,3,343,0,NORMAL
17648,0,4,1797.5,United Kingdom,4,3,4,434,0,NORMAL
17770,5,5,1143.27,United Kingdom,3,4,3,343,0,NORMAL
18125,3,4,1131.75,United Kingdom,3,3,3,333,0,NORMAL
18151,2,2,653.35,United Kingdom,3,3,2,332,0,NORMAL
12524,0,8,4485.72,Germany,4,4,4,444,0,NORMAL
12649,6,3,623.51,Germany,3,3,2,332,0,NORMAL
12809,15,1,489.31,Portugal,2,2,2,222,0,NORMAL
13308,10,3,1385.51,United Kingdom,2,3,3,233,0,NORMAL
13565,10,2,240.22,United Kingdom,2,3,1,231,0,NORMAL
13576,1,18,6717.34,United Kingdom,4,4,4,444,0,NORMAL
13974,9,1,413.59,United Kingdom,2,2,2,222,0,NORMAL
13995,6,5,1393.69,United Kingdom,3,4,3,343,0,NORMAL
14055,5,1,725.64,United Kingdom,3,2,3,323,0,NORMAL
14466,3,7,2272.4,United Kingdom,3,4,4,344,0,NORMAL
14692,5,4,591.55,United Kingdom,3,3,2,332,0,NORMAL
15601,2,14,6776.56,United Kingdom,3,4,4,344,0,NORMAL
15774,28,1,270.8,United Kingdom,1,2,1,121,0,NORMAL
16149,10,2,280.52,United Kingdom,2,3,1,231,0,NORMAL
16523,2,21,9418.47,United Kingdom,3,4,4,344,0,NORMAL
16665,383,1,135.4,United Kingdom,1,2,1,121,2,LEFT
17010,9,1,195.36,United Kingdom,2,2,1,221,0,NORMAL
17064,14,3,855.45,United Kingdom,2,3,3,233,0,NORMAL
17073,8,4,1446.09,United Kingdom,2,3,3,233,0,NORMAL
17239,0,1,382.5,United Kingdom,4,2,2,422,0,NORMAL
12490,0,10,5417.93,France,4,4,4,444,0,NORMAL
13130,24,1,64.0,United Kingdom,1,2,1,121,0,NORMAL
13269,2,15,5343.28,United Kingdom,3,4,4,344,0,NORMAL
13273,12,1,138.98,United Kingdom,2,2,1,221,0,NORMAL
13932,12,1,307.4,United Kingdom,2,2,2,222,0,NORMAL
14625,3,2,899.63,United Kingdom,3,3,3,333,0,NORMAL
14895,0,20,11138.71,United Kingdom,4,4,4,444,0,NORMAL
15258,6,2,623.16,United Kingdom,3,3,2,332,0,NORMAL
15592,6,1,388.58,United Kingdom,3,2,2,322,0,NORMAL
15854,8,12,2969.12,United Kingdom,2,4,4,244,0,NORMAL
16019,0,9,3786.24,United Kingdom,4,4,4,444,0,NORMAL
16102,2,3,1842.14,United Kingdom,3,3,4,334,0,NORMAL
16181,3,1,305.54,United Kingdom,3,2,1,321,0,NORMAL
16206,14,4,537.06,United Kingdom,2,3,2,232,0,NORMAL
16229,17,2,1010.6,United Kingdom,1,3,3,133,0,NORMAL
16444,1,4,654.67,United Kingdom,4,3,2,432,0,NORMAL
16847,3,1,193.44,United Kingdom,3,2,1,321,0,NORMAL
16858,389,1,375.69,United Kingdom,1,2,2,122,2,LEFT
17233,26,1,190.88,United Kingdom,1,2,1,121,0,NORMAL
17321,27,2,657.16,United Kingdom,1,3,2,132,0,NORMAL
17361,9,3,488.2,United Kingdom,2,3,2,232,0,NORMAL
18034,12,2,418.68,United Kingdom,2,3,2,232,0,NORMAL
18101,2,2,222.4,United Kingdom,3,3,1,331,0,NORMAL
12402,10,1,225.6,Belgium,2,2,1,221,0,NORMAL
12527,11,3,348.71,Germany,2,3,2,232,0,NORMAL
12599,2,7,1032.58,France,3,4,3,343,0,NORMAL
12855,393,1,38.1,United Kingdom,1,2,1,121,2,LEFT
13178,1,11,5725.47,United Kingdom,4,4,4,444,0,NORMAL
13277,1,4,258.4,United Kingdom,4,3,1,431,0,NORMAL
14557,15,1,788.38,United Kingdom,2,2,3,223,0,NORMAL
14655,0,4,1932.23,United Kingdom,4,3,4,434,0,NORMAL
14875,6,2,1465.32,United Kingdom,3,3,3,333,0,NORMAL
15017,24,1,125.58,United Kingdom,1,2,1,121,0,NORMAL
15103,16,2,703.36,United Kingdom,1,3,3,133,0,NORMAL
15119,22,1,266.4,United Kingdom,1,2,1,121,0,NORMAL
15239,1,2,780.59,United Kingdom,4,3,3,433,0,NORMAL
15289,5,3,939.78,United Kingdom,3,3,3,333,0,NORMAL
15376,0,3,1221.56,United Kingdom,4,3,3,433,0,NORMAL
15421,18,4,950.36,United Kingdom,1,3,3,133,0,NORMAL
16183,27,1,338.71,United Kingdom,1,2,2,122,0,NORMAL
16345,4,1,565.46,United Kingdom,3,2,2,322,0,NORMAL
16462,3,3,136.0,United Kingdom,3,3,1,331,0,NORMAL
16474,8,7,1810.65,United Kingdom,2,4,4,244,0,NORMAL
16563,13,1,1077.74,United Kingdom,2,2,3,223,0,NORMAL
16594,5,1,181.09,United Kingdom,3,2,1,321,0,NORMAL
16807,10,3,1121.59,United Kingdom,2,3,3,233,0,NORMAL
17092,10,4,1774.03,United Kingdom,2,3,4,234,0,NORMAL
17561,10,1,165.12,United Kingdom,2,2,1,221,0,NORMAL
17862,10,1,330.9,United Kingdom,2,2,2,222,0,NORMAL
12522,0,2,192.72,Germany,4,3,1,431,0,NORMAL
13363,3,2,992.5,United Kingdom,3,3,3,333,0,NORMAL
13598,7,1,160.04,United Kingdom,2,2,1,221,0,NORMAL
14220,24,2,632.4,United Kingdom,1,3,2,132,0,NORMAL
14381,12,1,202.68,United Kingdom,2,2,1,221,0,NORMAL
14409,1,6,2059.45,United Kingdom,4,4,4,444,0,NORMAL
14432,0,6,2248.5,United Kingdom,4,4,4,444,0,NORMAL
14449,9,4,885.8,United Kingdom,2,3,3,233,0,NORMAL
14711,0,11,2839.62,United Kingdom,4,4,4,444,0,NORMAL
14766,2,6,2473.37,United Kingdom,3,4,4,344,0,NORMAL
15090,26,1,381.32,United Kingdom,1,2,2,122,0,NORMAL
15150,3,10,5291.33,United Kingdom,3,4,4,344,0,NORMAL
15965,8,4,808.87,United Kingdom,2,3,3,233,0,NORMAL
16809,4,5,914.69,United Kingdom,3,4,3,343,0,NORMAL
17051,1,1,240.89,United Kingdom,4,2,1,421,0,NORMAL
17075,0,4,834.12,United Kingdom,4,3,3,433,0,NORMAL
17158,9,3,1266.97,United Kingdom,2,3,3,233,0,NORMAL
17266,15,3,296.58,United Kingdom,2,3,1,231,0,NORMAL
17839,2,1,318.15,United Kingdom,3,2,2,322,0,NORMAL
17986,16,1,20.8,United Kingdom,1,2,1,121,0,NORMAL
12949,13,8,4167.22,United Kingdom,2,4,4,244,0,NORMAL
13265,13,5,2092.66,United Kingdom,2,4,4,244,0,NORMAL
13515,2,4,891.12,United Kingdom,3,3,3,333,0,NORMAL
13684,3,1,65.13,United Kingdom,3,2,1,321,0,NORMAL
13833,27,1,383.85,United Kingdom,1,2,2,122,0,NORMAL
13842,2,9,3385.62,United Kingdom,3,4,4,344,0,NORMAL
14009,5,2,695.61,United Kingdom,3,3,3,333,0,NORMAL
14157,3,2,424.89,United Kingdom,3,3,2,332,0,NORMAL
14810,0,11,2085.33,United Kingdom,4,4,4,444,0,NORMAL
14850,29,1,325.75,United Kingdom,1,2,2,122,0,NORMAL
15240,4,5,1706.57,United Kingdom,3,4,4,344,0,NORMAL
15445,10,1,113.5,United Kingdom,2,2,1,221,0,NORMAL
15494,12,2,1280.58,United Kingdom,2,3,3,233,0,NORMAL
15723,385,1,190.7,United Kingdom,1,2,1,121,2,LEFT
15831,11,3,794.64,United Kingdom,2,3,3,233,0,NORMAL
16041,9,3,3166.4,United Kingdom,2,3,4,234,0,NORMAL
16203,4,4,592.9,United Kingdom,3,3,2,332,0,NORMAL
16227,2,1,314.22,United Kingdom,3,2,2,322,0,NORMAL
16602,27,1,528.08,United Kingdom,1,2,2,122,0,NORMAL
16676,10,4,1592.12,United Kingdom,2,3,3,233,0,NORMAL
16953,21,1,20.8,United Kingdom,1,2,1,121,0,NORMAL
17402,0,13,2633.85,United Kingdom,4,4,4,444,0,NORMAL
17501,27,2,288.6,United Kingdom,1,3,1,131,0,NORMAL
17970,18,1,562.79,United Kingdom,1,2,2,122,0,NORMAL
17973,11,1,337.04,United Kingdom,2,2,2,222,0,NORMAL
17977,20,1,288.14,United Kingdom,1,2,1,121,0,NORMAL
18220,3,1,305.28,United Kingdom,3,2,1,321,0,NORMAL
12413,13,3,758.1,France,2,3,3,233,0,NORMAL
12732,17,1,236.26,France,1,2,1,121,0,NORMAL
12733,11,1,383.95,USA,2,2,2,222,0,NORMAL
13473,19,2,422.64,United Kingdom,1,3,2,132,0,NORMAL
13539,15,3,631.34,United Kingdom,2,3,2,232,0,NORMAL
13893,15,1,821.1,United Kingdom,2,2,3,223,0,NORMAL
14418,7,3,1937.25,United Kingdom,2,3,4,234,0,NORMAL
14427,10,2,363.34,United Kingdom,2,3,2,232,0,NORMAL
14723,0,6,1122.36,United Kingdom,4,4,3,443,0,NORMAL
14936,7,8,8137.02,Channel Islands,2,4,4,244,0,NORMAL
15321,0,3,2748.31,United Kingdom,4,3,4,434,0,NORMAL
15517,10,1,267.03,United Kingdom,2,2,1,221,0,NORMAL
15744,7,1,34.8,United Kingdom,2,2,1,221,0,NORMAL
16008,5,3,478.78,United Kingdom,3,3,2,332,0,NORMAL
16030,27,1,331.24,United Kingdom,1,2,2,122,0,NORMAL
16313,9,2,274.15,United Kingdom,2,3,1,231,0,NORMAL
16392,15,1,217.89,United Kingdom,2,2,1,221,0,NORMAL
16670,5,11,4095.9,United Kingdom,3,4,4,344,0,NORMAL
17344,6,1,157.62,United Kingdom,3,2,1,321,0,NORMAL
17611,2,15,3961.12,United Kingdom,3,4,4,344,0,NORMAL
17917,2,3,335.03,United Kingdom,3,3,2,332,0,NORMAL
18109,1,26,8004.92,United Kingdom,4,4,4,444,0,NORMAL
12438,5,2,2906.85,Norway,3,3,4,334,0,NORMAL
